ESTC number,Library name,Lib VIAF id,shelfmark,copynote,prov info,prov info ID
S111138,Folger Shakespeare,427145424588186831488,STC 22308 Copy 1,"MS. markings: underscoring. A few MS. notes. Damaged and repaired, affecting text. Cropped, affecting side-notes. Stained. Bound in half dark blue goatskin.",Charles Jennens copy; William P.A. Curzon copy; Howe family library copy,
S111135,The National Trust,144832259,PET,lacks tp [CM],"Gilt centrepiece on both covers: crescent moon, surrounded by garter motto with earl's coronet on top. Printed slip: Earl of Egremont, Petworth. Sprinkled calf, red sprinkled edges, double gilt fillet frame, gilt centrepieces (boxed.)",
S111135,Henry E. Huntington Library and Art Gallery,147236009,69343,Binding signed by Macdonald. Inlaid.,"collated by John P. Kemble, 1792; Devonshire copy",
S111135,British Library,149072094,Huth 46,null,null,
S111135,Cambridge University Trinity College,119148995978659751937,Capell S.35[4],null,null,
S111132,University of Illinois,123824539,[Shelfmark not available],[CM],null,
S111132,National Library of Scotland,127333235,Bute.514,null,null,
S111132,Oxford University Bodleian Library,129788129,[Shelfmark not available],[CM],null,
S111132,Edinburgh University Library,130215259,[Shelfmark not available],[CM],null,
S111132,"Boston Public, Main",133435180,G.176.35,null,null,
S111132,"Boston Public, Main",133435180,G.176.36,null,null,
S111132,New York Public Library,143013888,"*KC 1634 (Shakespeare, W. Tragedie Of King Richard The Third)",null,null,
S111132,"Yale University, Beinecke Rare Book and Manuscript Library",146865135,Ig 6rb 634,"BEIN Ig 6rb 634: (E1-4, F1 wanting; F1 supplied by negative photostat). Signatures G1 and K3 mutilated; some lower margins bled.",null,
S111132,Henry E. Huntington Library and Art Gallery,147236009,69360,null,Devonshire copy,
S111132,Henry E. Huntington Library and Art Gallery,147236009,69359,Binding signed by F. Bedford.,bookplate of E.D. Church,
S111132,British Library,149072094,C.34.k.63,-E2,null,
S111132,British Library,149072094,C.34.k.62,null,null,
S111132,British Library,149072094,C.34.k.63,#REF!,null,
S111132,Birmingham Central Libraries,149618033,S344.1634,Lightly stained; MS. ink marginalia; 65977,null,
S111132,Harvard University Houghton Library,150194316,STC 22321,"White copy. H.C. Bartlett &amp; A.W. Pollard, Census, p. 97 (no. 785.)",null,
S111132,Harvard University,232866267,13409.328.35,Lacks edition statement. ; Photostat facsimile reproduced from the copy in the Henry E. Huntington Library.,null,
S111132,Cambridge University Trinity College,119148995978659751937,Capell R.21[4],-T.p.,null,
S111132,Cambridge University Trinity College,119148995978659751937,Capell R.21[4],#NAME?,null,
S111132,Folger Shakespeare,427145424588186831488,STC 22321 Copy 1,"Trunk 7H4. K2 signed C2. Red goatskin binding, signed by Frank Bedford",null,
S111132,Folger Shakespeare,427145424588186831488,STC 22321 Copy 2,"cs0900. K2 signed K2. The title leaf is stained. Trimmed, affecting some direction-lines. Half bound in dark blue goatskin.",Charles Jennens copy; William P.A. Curzon copy; Howe family library copy,
S111131,Oxford University Bodleian Library,129788129,[Shelfmark not available],[CM],null,
S111131,Henry E. Huntington Library and Art Gallery,147236009,69606,Binding signed by Macdonald. Inlaid.,"signature and stamps of George Steevens; collated by John P. Kemble, 1804; Devonshire copy",
S111131,Harvard University,232866267,[Shelfmark not available],[CM],null,
S111131,Folger Shakespeare,427145424588186831488,STC 23669,cs0900. Calf binding with the Bridgewater arms stamped in blind on both covers. MS. inscription on t.p. obliterated.,Bridgewater library copy (bookplate and property stamp on t.p.),
S111130,Oxford University Bodleian Library,129788129,[Shelfmark not available],[CM],null,
S111130,Glasgow University Library,139315116,[Shelfmark not available],[CM],null,
S111130,Henry E. Huntington Library and Art Gallery,147236009,69311,Binding signed by C. Murton.,bookplate of the Bridgewater library,
S111130,British Library,149072094,C.12.h.12,null,null,
S111130,British Library,149072094,C.34.k.6,null,null,
S111130,Harvard University Houghton Library,150194316,STC 22281,Imperfect: Too closely trimmed. I2 to K4 in facsle,null,
S111130,Private Collections,,[Shelfmark not available],"Elizabethan Club, Yale University [CM]",null,
S111128,Henry E. Huntington Library and Art Gallery,147236009,69310,"Binding signed by Macdonald. Inlaid, cropped at head.","Sir William Bunbury? - Sir Henry Bunbury - Payne &amp; Foss - Devonshire copy (with the latter's initialed collation, 1827). Sir Thomas Hanmer's ownership is disputed by Arthur and Janet Freeman, 'The Library', Dec. 2001, p.350, n.5",
S111128,British Library,149072094,C.34.k.5*,"imp; wanting sigs. E4, K4",null,
S111127,National Library of Scotland,127333235,Bute.512,null,null,
S111127,Oxford University Bodleian Library,129788129,[Shelfmark not available],[CM],null,
S111127,Edinburgh University Library,130215259,[Shelfmark not available],null,null,
S111127,New York Public Library,143013888,[Shelfmark not available],[CM],null,
S111127,Henry E. Huntington Library and Art Gallery,147236009,69358,Binding signed by Riviere &amp; Son. Probably a made-up copy.,"bought by CSmH from Robert H. Dodd, Feb. 1916",
S111127,British Library,149072094,C.34.k.52,null,null,
S111127,Harvard University,232866267,[Shelfmark not available],imp. [CM],null,
S111127,Victoria and Albert Museum National Art Library,12145424490986830227,[Shelfmark not available],[CM],null,
S111127,Cambridge University Trinity College,119148995978659751937,Capell T.8[5],,null,
S111127,Oxford University Worcester College Library,226146462546127771059,[Shelfmark not available],[CM],null,
S111127,Folger Shakespeare,427145424588186831488,STC 22320 Copy 3 Bd.w. STC 4619,"cs482.9. MS. index on front paste-down. Bound with: Folger shelf-marks STC 22459b, 17642 Copy 5, 14760.2, 4993 Copy 1, 18431, 14647 Copy 2, 22286 Copy 2, 13346 Copy 1, 13334 Copy 1, 13339 Copy 2, 13322 Copy 4, 6303 Copy 2, 21416 Copy 1, and 20688 Copy 2",null,
S111127,Folger Shakespeare,427145424588186831488,STC 22320 Copy 4,"cs135. Imperfect: wanting the title leaf and bifolium B2.3; each is supplied in facsimile. Trimmed, affecting direction-lines. H2 repaired, affecting text. Green goatskin binding, signed by Riviere &amp; Son",null,
S111127,Folger Shakespeare,427145424588186831488,STC 22320 Copy 2,"Trunk 7H4. L3 repaired, affecting text; trimmed, affecting some headlines. Half maroon (dark brown?) goatskin binding.","inscribed ""Thomas"" on M2v and a few other leaves; armorial bookplate of Edward Vernon Utterson (motto ""spe otii laboro""); James Orchard Halliwell-Phillipps copy; bookplate of Warwick Castle, Shakespeare Library",
S111127,Folger Shakespeare,427145424588186831488,STC 22320 Copy 1,"cs0900. Slightly stained. Trimmed, affecting some direction-lines. Half bound in dark blue goatskin.",Charles Jennens copy; William P.A. Curzon copy; Howe family library copy,
S111127,Folger Shakespeare,427145424588186831488,STC 22320 Copy 5,"cs1467. Imperfect: wanting gatherings C, K, L, and M. A few MS. markings. Green goatskin binding.",Charles F. Gunther copy (Folger file),
S111126,Henry E. Huntington Library and Art Gallery,147236009,62043,null,bookplate of the Bridgewater library,
S111126,British Library,149072094,[Shelfmark not available],[CM],null,
S111125,University of Illinois,123824539,[Shelfmark not available],[CM],null,
S111125,Oxford University Bodleian Library,129788129,Arch. G d.40 (5),null,null,
S111125,Edinburgh University Library,130215259,[Shelfmark not available],[CM],null,
S111125,University of Pennsylvania Van Pelt-Dietrich,136552639,Furness PR2810 .A1 1639,null,null,
S111125,New York Public Library,143013888,"*KC 1639 (Shakespeare, W. Historie Of Henry the Fourth)",null,null,
S111125,"Yale University, Beinecke Rare Book and Manuscript Library",146865135,Ig 6Db 639,"BEIN Ig 6Db 639: Imperfect: closely trimmed, with slight damage to some head and foot-lines. Book-plate of W. Vernon.",null,
S111125,Henry E. Huntington Library and Art Gallery,147236009,69316,null,bookplate of E.D. Church,
S111125,British Library,149072094,C.34.k11,Tp. slightly mutilated,null,
S111125,Harvard University Houghton Library,150194316,STC 22287,"White copy. H.C. Bartlett &amp; A.W. Pollard, Census, p. 23 (no. 195.)",null,
S111125,Guildhall Library,165741319,GL5264,[CM],null,
S111124,Henry E. Huntington Library and Art Gallery,147236009,69594,null,Malone - Heber - Inglis - Devonshire copy,
S111123,Oxford University Bodleian Library,129788129,[Shelfmark not available],[CM],null,
S111123,Henry E. Huntington Library and Art Gallery,147236009,69356,null,Perkins copy; bookplates of Ives and of E.D. Church,
S111123,British Library,149072094,C.34.k.51,"tp. cropped, affecting imprint",null,
S111123,British Library,149072094,C.12.g.14,"Tp. cropped, affecting imprint",null,
S111123,British Library,149072094,C.34.k.50,-K4 ff.,null,
S111123,British Library,149072094,C.34.k.50,#ERROR!,null,
S111123,Cambridge University Trinity College,119148995978659751937,Capell S.34[2],null,null,
S111123,Folger Shakespeare,427145424588186831488,STC 22319,"cs914. Imperfect: lower margins of all leaves repaired, with parts of text, direction-lines, and imprint in facsimile; M1 lacking, supplied in facsimile. Red goatskin binding, signed Riviere &amp; Son.",Sir Thomas Phillipps copy,
S111122,Oxford University Bodleian Library,129788129,[Shelfmark not available],[CM],null,
S111122,Edinburgh University Library,130215259,[Shelfmark not available],null,null,
S111122,"Yale University, Sterling Memorial Library",137836402,Ig 6db +622A,null,null,
S111122,"Yale University, Beinecke Rare Book and Manuscript Library",146865135,Ig 6Db 622,null,null,
S111122,Henry E. Huntington Library and Art Gallery,147236009,69315,A bit of one letter on t.p. restored.,Burton - Griswold copy; bookplate of E.D. Church,
S111122,British Library,149072094,C.12.g.21,null,null,
S111122,Victoria and Albert Museum National Art Library,12145424490986830227,[Shelfmark not available],[CM],null,
S111121,Dartmouth College,124255773,[Shelfmark not available],[CM],null,
S111121,Oxford University Bodleian Library,129788129,Arch. G d.39 (2),null,null,
S111121,New York Public Library,143013888,"*KC 1613 (Shakespeare, W. History Of Henrie the fourth)",null,null,
S111121,"Yale University, Beinecke Rare Book and Manuscript",146865135,Eliz 173,Elizabethan Club.,null,
S111121,Henry E. Huntington Library and Art Gallery,147236009,69313,T.p. and last leaf mounted on a stub.,Devonshire copy,
S111121,Henry E. Huntington Library and Art Gallery,147236009,69314,Binding signed by F. Bedford.,bookplates of Frederick Locker and E.D. Church,
S111121,British Library,149072094,C.34.k.9,null,null,
S111121,British Library,149072094,C.34.k.8,Imp; -K4,null,
S111120,National Library of Scotland,127333235,Bute.511,-last line of imprint,null,
S111120,Oxford University Bodleian Library,129788129,Arch. G d.39 (6),,null,
S111120,Edinburgh University Library,130215259,[Shelfmark not available],[CM],null,
S111120,University of Pennsylvania Van Pelt-Dietrich,136552639,Furness STC 22318,"wanting leaves A4,B1,E1,G2,H4,I2-M2",null,
S111120,New York Public Library,143013888,"*KC 1612 (Shakespeare, W. Tragedie of King Richard the third)",null,null,
S111120,The National Trust,144832259,PET,Sigs. L4-M2 cropped at foot affecting text,"Gilt centrepiece on both covers: crescent moon, surrounded by garter motto with earl's coronet on top. Printed slip: Earl of Egremont, Petworth. Sprinkled calf, red sprinkled edges, double gilt fillet frame, gilt centrepieces (boxed).",
S111120,Henry E. Huntington Library and Art Gallery,147236009,69357,Binding signed by R. De Coverly. Repaired at inner margins; sig.A and M2 from another copy.,bookplates of Frederick Locker and E.D. Church,
S111120,British Library,149072094,C.12.h.10,tp. only,null,
S111120,Harvard University,232866267,[Shelfmark not available],impr. cropt [CM],null,
S111120,Cambridge University Trinity College,119148995978659751937,Capell R.19[3],,null,
S111120,Folger Shakespeare,427145424588186831488,STC 22318 Copy 1,"cs1288. Cropped, affecting the bottom line of the imprint, headlines, direction-lines and some text. Red goatskin binding, signed by Riviere &amp; Son.",collated at Quaritch bby E. Talbot,
S111120,Folger Shakespeare,427145424588186831488,STC 22318 Copy 2,"cs0361. Imperfect: wanting gatherings B and M, which are supplied from the 1605 edition (STC 22317). Some MS. editorial notes. MS. bibliographical note signed: 'J.Q. Adams.' Pasted on the fly-leaf facing the t.p. is an etched portrait of Richard III, by Hollar, taken from Wing M2688 (More, Sir Thomas. The historie of the pitifull life ... London, 1641.). Stained. Trimmed and repaired, affecting direction-lines and some headlines. The fore-edge corners are cut at angles. Half bound in red goatskin.","armorial bookplate of John Fitchett Marsh (motto ""prest pour mon pais""), with his autograph on front fly-leaf; inscribed on front fly-leaf: ""Willm. [William] Fillingham 1800""",
S111119,University of Illinois,123824539,[Shelfmark not available],[CM],null,
S111119,Haverford College Library,127575484,48,null,null,
S111119,Oxford University Bodleian Library,129788129,Arch. G d.39 (4),G1 def.,null,
S111119,Edinburgh University Library,130215259,[Shelfmark not available],[CM],null,
S111119,University of Pennsylvania Van Pelt-Dietrich,136552639,Furness PR2812 .A1 1619,"wanting sig. C3,D3,G1-G4",null,
S111119,University of Texas,141925602,Pforz 883,#NAME?,null,
S111119,New York Public Library,143013888,[Shelfmark not available],[CM],null,
S111119,The National Trust,144832259,PET,null,"Gilt centrepiece on both covers: crescent moon, surrounded by garter motto with earl's coronet on top. Printed slip: Earl of Egremont, Petworth. Sprinkled calf, red sprinkled edges, double gilt fillet frame, gilt centrepieces (boxed).",
S111119,"Yale University, Beinecke Rare Book and Manuscript",146865135,Eliz 176,null,null,
S111119,Henry E. Huntington Library and Art Gallery,147236009,69323,T.p. from another copy. Last verso bears an offset from the t.p. of STC 13372.,bookplate of E.D. Church,
S111119,British Library,149072094,C.34.k.14,null,null,
S111119,British Library,149072094,C.12.g.33,null,null,
S111119,University of Akron,149200089,Rare Vault PR2812 .A1 1619,null,Herman Muehlstein rare book collection; Bookplate of John L. Clawson,
S111119,Birmingham Central Libraries,149618033,S322.1608,MS. ink notes on front end-paper and slip bound in front; 1982,null,
S111119,Harvard University Houghton Library,150194316,STC 22291,"White copy. H.C. Bartlett &amp; A.W. Pollard, Census, p. 32 (no. 265.)",null,
S111119,Cambridge University King's College,316394825,Keynes.C.07.76,null,null,
S111118,National Library of Scotland,127333235,Bute.513,"-tp, A4-B4 and M1-M2",null,
S111118,Oxford University Bodleian Library,129788129,[Shelfmark not available],[CM],null,
S111118,Henry E. Huntington Library and Art Gallery,147236009,69355,Binding signed by F. Bedford. T.p. and sig.M in pen facsimile; outer margins repaired on many leaves.,bookplates of Frederick Locker and E.D. Church,
S111118,British Library,149072094,C.34.k.49,null,null,
S111118,British Library,149072094,C.12.h.10,"Imp., w. t.p. of 22318",null,
S111118,Folger Shakespeare,427145424588186831488,STC 22317 Copy 1,"cs0822. Imperfect: cropped throughout, affecting first line of title and headlines throughout. MS. notes. Some of the head corners are burned and repaired. Rebound in brown paper wrappers over the previous fly-leaves by Folger Library; housed with the previous silk covers (paper label attached to silk cover reading: ""Play of Richard III ... Autograph of William Penn. in five places. Lent by Mrs. Herbert.""); stored in a pull-off box.","inscribed 'William Penn' in several places; Marsden J. Perry copy (on previous front fly-leaf: 'from the collection of Marsden J. Perry, Providence, R.I. Purchased July 22, 1919 A.S.W. Rosenbach')",
S111118,Folger Shakespeare,427145424588186831488,STC 22317 Copy 2,"cs0822. Imperfect: M1 is damaged and repaired, with some words in facsimile. Sig.G wrongly perfected: 1r, 3v, 4r, 2v, 3r, 1v, 2r, 4v. A few margins are repaired. Maroon goatskin binding, signed by Riviere &amp; Son.",collated at Bernard Quaritch by F. S. Ferguson,
S111115,Dartmouth College,124255773,[Shelfmark not available],imp. [CM],null,
S111115,Oxford University Bodleian Library,129788129,[Shelfmark not available],[CM],null,
S111115,Henry E. Huntington Library and Art Gallery,147236009,69320,"Binding signed by Macdonald. -Blank; cropped at head, inlaid.","Sir William Bunbury? - Sir Henry Bunbury - Payne &amp; Foss - Devonshire copy (with the latter's initialed collation, 1827). Sir Thomas Hanmer's ownership is disputed by Arthur and Janet Freeman, 'The Library', Dec. 2001, p.350, n.5",
S111115,Henry E. Huntington Library and Art Gallery,147236009,69318,Binding signed by C. Murton. -Blank.,bookplate of the Bridgewater library,
S111115,Henry E. Huntington Library and Art Gallery,147236009,69319,Binding signed by F. Bedford. -Blank; cropped at head; last leaf repaired at inner margin.,bookplate of E.D. Church,
S111115,British Library,149072094,C.34.k.12,null,null,
S111115,British Library,149072094,C.12.g.20,null,null,
S111115,Harvard University Houghton Library,150194316,STC 22288a,"Imperfect: Too closely trimmed; A2, A3, E[[D LD[[[[ D",null,
S111115,Private Collections,,[Shelfmark not available],"Elizabethan Club, Yale University [CM]",null,
S111114,Newberry,79547206,[Shelfmark not available],[CM],null,
S111114,Oxford University Bodleian Library,129788129,Arch. G d.42 (3),null,null,
S111114,Glasgow University Library,139315116,[Shelfmark not available],[CM],null,
S111114,Henry E. Huntington Library and Art Gallery,147236009,69317,Binding signed by F. Bedford. Old MS. stage directions. -Blank; some headlines trimmed or in facsimile.,"bibliographical note by J.O. Halliwell, June 1866; bookplates of Frederick Locker and E.D. Church",
S111114,British Library,149072094,C.34.k.13,Original four-leaf quire E only,null,
S111112,Oxford University Bodleian Library,129788129,[Shelfmark not available],[CM],null,
S111112,Henry E. Huntington Library and Art Gallery,147236009,69312,"Binding signed by Birdsall, Northampton.",Devonshire copy,
S111112,British Library,149072094,C.34.k.7,null,null,
S111112,Harvard University,232866267,[Shelfmark not available],[CM],null,
S111111,Oxford University Bodleian Library,129788129,[Shelfmark not available],[CM],null,
S111111,Henry E. Huntington Library and Art Gallery,147236009,69354,Binding signed by Macdonald. Inlaid.,"Sir William Bunbury? - Sir Henry Bunbury - Payne &amp; Foss - Devonshire copy (with the latter's initialed collation, 1827). Sir Thomas Hanmer's ownership is disputed by Arthur and Janet Freeman, 'The Library', Dec. 2001, p.350, n.5",
S111111,British Library,149072094,C.34.k.48,null,null,
S111111,Cambridge University Trinity College,119148995978659751937,Capell S.30[1],null,null,
S111110,Oxford University Bodleian Library,129788129,[Shelfmark not available],[CM],null,
S111110,Henry E. Huntington Library and Art Gallery,147236009,69352,"Binding signed by F. Bedford. Cropped at foot; A3, sig.C, D4, L4, and M1-3 in facsimile.",Jolley - Halliwell-Phillipps - Tite copy; bookplates of Frederick Locker and E.D. Church,
S111110,Henry E. Huntington Library and Art Gallery,147236009,69351,"Binding signed by Birdsall, Northampton. Inlaid; cropped at head.","collated by John Philip Kemble, 1814; Devonshire copy",
S111110,Henry E. Huntington Library and Art Gallery,147236009,69353,Binding signed by Murton.,bookplate of the Bridgewater library,
S111110,British Library,149072094,C.34.k.47,"-2 f.l., supplied in facsimile",null,
S111110,British Library,149072094,C.34.k.46,"-t.p., supplied in facsimile",null,
S111110,British Library,149072094,C.34.k.46,#ERROR!,null,
S111110,Cambridge University Trinity College,119148995978659751937,Capell R.22[4],null,null,
S111109,Henry E. Huntington Library and Art Gallery,147236009,69304,Binding signed by Macdonald. Last leaf in facsimile from L copy; inlaid; trimmed at head.,"Sir William Bunbury? - Sir Henry Bunbury - Payne &amp; Foss - Devonshire copy. Dibdin's link of the volume to Sir Thomas Hanmer is disputed by Arthur and Janet Freeman, 'The Library', Dec. 2001, p.350, n.5.",
S111109,British Library,149072094,C.34.k.1,Imperfect; wanting the titlepage,null,
S111108,Henry E. Huntington Library and Art Gallery,147236009,69322,Binding signed by Macdonald. Cropped at head; inlaid.,"Sir William Bunbury? - Sir Henry Bunbury - Payne &amp; Foss - Devonshire copy (with the latter's initialed collation, 1827). Sir Thomas Hanmer's ownership is disputed by Arthur and Janet Freeman, 'The Library', Dec. 2001, p.350, n.5",
S111107,"Yale University, Beinecke Rare Book and Manuscript Library",146865135,Eliz 168,"Eliz 168: Bound in straight-grain red goatskin, gold tooling on cover and spine, gilt edges. Signature of Jacobus Cummyng P.H. on Bï¿½. Bookplate of Plummer of Middlestead. The Huth copy (with bookplate) acquired by Mr. Cochran in November 1911 prior to the public sale. Gift of Alexander S. Cochran, December 1911.",null,
S111107,Henry E. Huntington Library and Art Gallery,147236009,69305,Binding signed by Macdonald. Inlaid; trimmed at head.,"collated by John P. Kemble, 1798; Devonshire copy",
S111107,Princeton University,156870602,3925.342.165,null,null,
S111105,Oxford University Bodleian Library,129788129,Arch. G d.39 (3),null,null,
S111105,"Yale University, Beinecke Rare Book and Manuscript Library",146865135,Eliz 175,"Eliz 175: Bound in vellum. Manuscript note by Richard Heber on front endpaper, and Bibliotheca Heberaina stamp; sold as lot 5461 in the Heber sale by Sotheby's, 28 June 1834. Sold as lot 1431 in the George Daniel sale by Sotheby's, 26 July 1864. The Huth copy (with bookplate) acquired by Mr. Cochran in November 1911 prior to the public sale. Gift of Alexander S. Cochran, December 1911.",null,
S111105,Henry E. Huntington Library and Art Gallery,147236009,69321,Binding signed by Macdonald. -Blank; inlaid.,"signatures of J. Fleming and George Steevens; collated by John P. Kemble, 1804; Devonshire copy",
S111105,British Library,149072094,C.12.g.22,null,null,
S111103,Oxford University Bodleian Library,129788129,Arch. G e.13,null,null,
S111103,Edinburgh University Library,130215259,[Shelfmark not available],lacks tp [CM],null,
S111103,University of Pennsylvania Van Pelt-Dietrich,136552639,Furness PR2750 .A07 1611,null,null,
S111103,University of Pennsylvania Van Pelt-Dietrich,136552639,[Shelfmark not available],[CM],null,
S111103,"Yale University, Beinecke Rare Book and Manuscript Library",146865135,Eliz 169,"Eliz 169: Bound in brown leather, blind and gold tooling on cover and spine. On the title page is written, in a seventeenth-century hand, ""for Marc Stapfer."" This copy was owned by Bulkeley Bandinel, Bodley's Librarian, and it was sold with his library by Sotheby's, 16 August 1861, lot 264. The catalog noted the title page inscription and queried: ""?in the hand of the poet!"" The Huth copy (with bookplate) acquired by Mr. Cochran in November 1911 prior to the public sale. Gift of Alexander S. Cochran, December 1911.",null,
S111103,Henry E. Huntington Library and Art Gallery,147236009,69307,"Binding signed by C[obden-]S[anderson], 1893.",Pope copy; bookplate of Robert Hoe,
S111103,Henry E. Huntington Library and Art Gallery,147236009,69306,Binding signed by F. Bedford. -Blank.,bookplate of E.D. Church,
S111103,British Library,149072094,C.71.b.2,Imperfect; wanting tp.,null,
S111103,British Library,149072094,C.34.k.4,null,null,
S111103,Harvard University Houghton Library,150194316,STC 22277,White copy.,null,
S111103,Oxford University Balliol College,312537458,[Shelfmark not available],[CM],null,
S111103,Victoria and Albert Museum National Art Library,12145424490986830227,[Shelfmark not available],[CM],null,
S111101,Oxford University Bodleian Library,129788129,Arch. G d.41,null,null,
S111101,University of Pennsylvania Van Pelt-Dietrich,136552639,Furness STC 22278 2cop,"copy 2: imp., wanting leaves A1, A2, N4",null,
S111101,University of Texas,141925602,Pforz 881,null,null,
S111101,New York Public Library,143013888,"*KC 1619 (Shakespeare, W. Tragedy Of Hamlet Prince Of Denmarke)",null,null,
S111101,The National Trust,144832259,PET,MS. note on N4v. in a17C hand: the tragedie of hamlet [] from the pollockwarres and [] from England [].,"Gilt centrepiece on both covers: crescent moon, surrounded by garter motto with earl's coronet on top. Printed slip: Earl of Egremont, Petworth. Sprinkled calf, red sprinkled edges, double gilt fillet frame, gilt centrepieces (boxed).",
S111101,"Yale University, Beinecke Rare Book and Manuscript",146865135,Eliz 170,Elizabethan Club. Blank N4,null,
S111101,Henry E. Huntington Library and Art Gallery,147236009,69308,null,Roxburghe - Devonshire copy,
S111101,British Library,149072094,C.34.k.3,null,null,
S111101,British Library,149072094,C.12.h.14,null,null,
S111101,Harvard University Houghton Library,150194316,STC 22278,"White copy. H.C. Bartlett &amp; A.W. Pollard, Census, p.6 (no. 37.)",null,
S111099,University of Illinois,123824539,[Shelfmark not available],[CM],null,
S111099,Oxford University Bodleian Library,129788129,4o Z 3(6) Art.Seld,null,null,
S111099,Oxford University Bodleian Library,129788129,Arch. G d.40,null,null,
S111099,Edinburgh University Library,130215259,[Shelfmark not available],null,null,
S111099,"University of California, Berkeley, Bancroft",139925746,PR2807.A1 1637,"Red crushed levant morocco, inside gilt dentelles, gilt edges, by Riviere..",Association: From the collection of Alfred Sutro. [CM],
S111099,New York Public Library,143013888,"*KC 1637 (Shakespeare, W. Tragedy Of Hamlet Prince Of Denmark)",null,null,
S111099,"Yale University, Beinecke Rare Book and Manuscript Library",146865135,1977 2522,BEIN 1977 2522: Imperfect: t.p. wanting; title supplied from copy at Beinecke library.,null,
S111099,Henry E. Huntington Library and Art Gallery,147236009,69309,Binding signed by Marius Michel.,Pope copy; bookplate of E.D. Church,
S111099,British Library,149072094,C.34.k.5,null,null,
S111099,Eton College Library,158913221,[Shelfmark not available],[CM],null,
S111099,Harvard University,232866267,[Shelfmark not available],[CM],null,
S111099,Victoria and Albert Museum National Art Library,12145424490986830227,38041800826158,null,Dyce Collection,
S111098,University of Illinois,123824539,[Shelfmark not available],[CM],null,
S111098,Haverford College Library,127575484,49,null,null,
S111098,Oxford University Bodleian Library,129788129,Arch. G d.42 (5),,null,
S111098,Edinburgh University Library,130215259,[Shelfmark not available],[CM],null,
S111098,University of Texas,141925602,Pforz 887,null,null,
S111098,New York Public Library,143013888,"*KC 1619 (Shakespeare, W. Shakespeare's plays; Pavier's collected edition, 1619. M. VVilliam Shake-speare, his true chronicle history..)",null,null,
S111098,Shakespeare Birthplace Trust,144533424,SR 35.17,MS. ink notes on t.p. recto and verso; page signature of $4 added in MS. pencil; 83011706,the Hussey-Quaritch copy; Binding: bound in red morocco by Riviere,
S111098,The National Trust,144832259,PET,null,"Gilt centrepiece on both covers: crescent moon, surrounded by Garter motto with earl's coronet on top. Printed slip: Earl of Egremont, Petworth",
S111098,"Yale University, Beinecke Rare Book and Manuscript",146865135,Eliz 177,null,null,
S111098,Henry E. Huntington Library and Art Gallery,147236009,69325,Binding signed by F. Bedford.,bookplates of Frederick Locker and E.D. Church,
S111098,British Library,149072094,C.34.k.20,-t.p. and sig. B1; sigs. A2-A4 mutilated,null,
S111098,British Library,149072094,C.34.k.19,null,null,
S111098,British Library,149072094,C.12.g.27,null,null,
S111098,Harvard University Houghton Library,150194316,STC 22293,"Signature and bookplate of John F. Marsh. ; White copy. H.C. Bartlett &amp; A.W. Pollard, Census, p. 43 (no. 357)",null,
S111098,"Senate House Library, University of London",152698174,[S.L.] I [Shakespeare - 1608] (S),null,null,
S111098,University of Virginia,154761183,McGreg E 1619 .S43,null,"Proveance: Robert Hoe - Pope Leo XIII - G.D. Smith - Terry copy. With Hoe's blue leather book label and Terry's bookplate. Binding: not contemporary with text. Bound full dark brown crushed levant morocco. Covers have double fillet borders and azure corner ornaments tooled in gilt. The spine is in six panels, divided by raised bands. Title gilt stamped in the second, and ""London, 1608"" in the third compartment. The inside of the covers feature full leather doublures of maroon crushed levant morocco with gilt tooled bold arabesque pattern of convolute fillet sprays with azured leaf ornaments and with a central open cartouche of inlaid dark olive morocco. Gilt over marbled edges, by David. Housed in a dark-green morocco case.",
S111093,Oxford University Bodleian Library,129788129,[Shelfmark not available],imp. [CM],null,
S111093,"Yale University, Beinecke Rare Book and Manuscript Library",146865135,Eliz +33,"Eliz +33: A fragment only, consisting of four half sheets, uncut and unsewn, as issued, measuring 19.7 by 28.2 cm. Mounted in an album bound in red goatskin, gold tooling on cover and spine. Each leaf bears the British Museum duplicate stamp. Acquired by exchange with the British Museum for the Huth copy, which was complete, November 1911.",null,
S111093,Henry E. Huntington Library and Art Gallery,147236009,69350,Binding signed by Macdonald. Inlaid; t.p. mutilated.,"collated by John Philip Kemble, 1798; Devonshire copy",
S111093,British Library,149072094,Huth 47,null,null,
S111093,Folger Shakespeare,427145424588186831488,STC 22314,"cs0063. MS. note on t.p. The title leaf is damaged and repaired. A4 partially torn away and repaired, affecting text. Half bound in dark blue goatskin.",Charles Jennens copy; William P.A. Curzon copy; Howe family library copy,
S111085,"Oxford University, Bodleian Library",129788129,Arch. G d.44 (5),null,null,
S111085,University of Pennsylvania Van Pelt-Dietrich,136552639,Furness PR2750 .A19 1619,t.p. slightly mutilated,null,
S111085,"Yale University, Sterling Memorial",137836402,[Shelfmark not available],[CM],null,
S111085,New York Public Library,143013888,"*KC 1608 (Shakespeare, W. M. William Shak-speare: His True Chronicle Historie of the life and death of King Lear and his three Daughters)",null,null,
S111085,Henry E. Huntington Library and Art Gallery,147236009,69324,"Binding signed by Macdonald. -Blank; t.p. and last leaf mounted, others inlaid.","signature of Edw: Palmer; signature of George Steevens; collated by John P. Kemble, 1804; Devonshire copy",
S111085,British Library,149072094,C.34.k.18,#ERROR!,null,
S111085,British Library,149072094,C.34.k.17,#ERROR!,null,
